,city,station,category,avg,std,skew,n,min,max99,True_max,median,mode,AAOMM,AAO80,95Q,ACDO80,ACDOMM,Urange,Delta,RHavgOverall
48,"Moline, IL",MCA LCD,WBTmax,51.66662102957284,18.081533207336523,-0.3894676739331047,7304,-9.0,80.88888888888889,86.0,54.0,73.0,1.2,2.25,76.0,1.05,0.3,34.33337897042716,29.222267859316048,72.860911569488
49,"Montpelier, VT",MPA LCD,WBTmax,45.94663742690059,17.661878789565755,-0.3160289803617868,5472,-8.0,75.07894736842105,80.0,47.0,63.0,0.0,0.0,71.0,0.0,0.0,34.05336257309941,29.132309941520468,78.5391626015953
50,"Nashville, TN",NIA LCD,WBTmax,58.73415468856948,14.405327026340812,-0.5643764963688358,7305,0.0,79.45967741935483,83.0,62.0,74.0,0.05,0.5,77.0,0.0,0.0,24.265845311430525,20.72552273078536,68.83542624417636
51,"New Orleans, LA",NOA LCD,WBTmax,68.09790497056004,11.254922686102397,-0.9500145030531414,7303,0.0,82.26811594202898,85.0,71.0,79.0,6.4,19.5,81.0,3.234507575757576,1.6226190476190474,16.902095029439963,14.170210971468949,74.58558573578017
52,"Norfolk, VA",NIA LCD,WBTmax,59.88473648186174,14.345501805646776,-0.5079441152061892,7305,0.0,81.48717948717949,85.0,63.0,74.0,1.3,3.6,78.0,1.7833333333333337,0.6,25.115263518138264,21.60244300531776,72.55330513294737
53,"NYC, NY",CPS LCD,WBTmax,53.12697821634705,15.498153960353523,-0.291115303119443,5371,0.0,78.81818181818181,82.0,55.0,71.0,0.1,0.3,75.0,0.25,0.0,28.873021783652952,25.691203601834765,68.67640064155744
54,"Oklahoma City, OK",OCT LCD,WBTmax,59.576328684508105,14.759420042824273,-0.5749088184220852,5306,0.0,79.50806451612904,82.0,62.0,75.0,0.1,0.5,78.0,0.1333333333333333,0.0,22.42367131549189,19.931735831620934,72.25700420922813
55,"Omaha, NE",OEA LCD,WBTmax,51.77780821917808,18.23814910749799,-0.3697026444239207,7300,-2.0,80.96124031007751,84.0,53.0,73.0,1.45,3.35,77.0,0.9875,0.55,32.22219178082192,29.18343209089943,70.48845428339061
56,"Philadelphia, PA",PIA LCD,WBTmax,54.47843942505133,15.66704757663599,-0.3455536970146358,7305,0.0,79.66216216216216,83.0,57.0,74.0,0.1,0.5,76.0,0.3,0.0,28.521560574948666,25.183722737110827,68.00465734404443
57,"Phoenix, AZ",PAS LCD,WBTmax,59.74619080301991,9.174056305701216,0.0472944634066756,7285,0.0,77.35897435897436,82.0,59.0,57.0,0.05,0.1,75.0,0.0,0.0,22.253809196980093,17.612783555954458,31.71897423038346
58,"Pierre, SD",PRA LCD,WBTmax,47.74345457740292,18.294451398547587,-0.4023867419630907,5691,-11.0,78.24285714285715,84.0,49.0,63.0,0.15,0.2,73.0,0.1764705882352941,0.0,36.256545422597085,30.49940256545424,70.73992978006146
59,"Pierre, SD",PRA LCD,WBTmax,47.74345457740292,18.294451398547587,-0.4023867419630907,5691,-11.0,78.24285714285715,84.0,49.0,63.0,0.15,0.2,73.0,0.1764705882352941,0.0,36.256545422597085,30.49940256545424,70.73992978006146
60,"Pine Bluff, AK",PBG LCD,WBTmax,62.14254385964912,14.01709492919001,-0.5958349264994683,5472,0.0,82.75,85.0,65.0,76.0,2.95,6.7,80.0,2.5791666666666666,1.5,22.85745614035088,20.60745614035088,75.43518502946007
61,"Pine Springs, TX",PSG LCD,WBTmax,52.44823552349386,10.72121879130925,-0.3159509790563111,5129,0.0,69.3,72.0,52.0,65.0,0.0,0.0,67.0,0.0,0.0,19.551764476506143,16.85176447650614,48.3623427145655
62,"Pittsburgh, PA",PAA LCD,WBTmax,51.93114155251141,16.071171844339247,-0.4371076178303269,5475,0.0,76.96808510638297,81.0,54.0,66.0,0.0,0.05,73.0,0.0,0.0,29.068858447488587,25.03694355387156,73.37612900606872
63,"Portland, OR",PIA LCD,WBTmax,53.125667351129366,9.5484974673437,-0.1866317639175786,7305,0.0,72.03030303030303,76.0,53.0,48.0,0.0,0.0,68.0,0.0,0.0,22.874332648870634,18.904635679173666,74.59386140702458
64,"Rapid City, SD",RCA LCD,WBTmax,46.57989867177872,16.22039062545393,-0.4236830445957031,7303,-8.0,74.18681318681318,79.0,47.0,65.0,0.0,0.0,70.0,0.0,0.0,32.42010132822128,27.60691451503446,65.54737523474046
65,"Redding, CA",RAS LCD,WBTmax,56.81123287671233,8.527858287586966,-0.1544476204723886,7300,0.0,73.99,77.0,57.0,64.0,0.0,0.0,70.0,0.0,0.0,20.18876712328767,17.178767123287663,57.87753066719856
66,"Rock Springs, WY",RSA LCD,WBTmax,40.48237807048772,12.657542321195203,-0.4965656225648203,5618,-7.0,60.663716814159294,64.0,41.0,55.0,0.0,0.0,58.0,0.0,0.0,23.51762192951228,20.18133874367157,57.58709699493616
67,"Sacramento, CA",SAA LCD,WBTmax,58.64555575835006,7.889680920478367,-0.2744164131765587,5479,0.0,73.7605633802817,78.0,59.0,66.0,0.0,0.0,70.0,0.0,0.0,19.354444241649936,15.115007621931632,69.33299798301434
68,"Salt Lake City, UT",SLC LCD,WBTmax,47.54799780581459,12.267442834523203,-0.3092186608847984,7292,0.0,67.70748299319727,71.0,48.0,59.0,0.0,0.0,65.0,0.0,0.0,23.45200219418541,20.159485187382685,54.96945174994942
69,"San Antonio, TX",SAK LCD,WBTmax,67.291454442558,11.097420660207984,-0.9842073549863984,5301,0.0,81.98780487804878,86.0,71.0,77.0,2.55,4.05,79.0,0.6333333333333333,0.3636363636363636,18.708545557442,14.696350435490771,74.64867616681262
70,"San Diego, CA",SDI LCD,WBTmax,60.36856554564173,5.663807013369009,-0.1555036433108856,7285,0.0,73.75342465753425,77.0,60.0,58.0,0.0,0.0,70.0,0.0,0.0,16.63143445435827,13.384859111892524,70.10658924471704
71,"San Jose, CA",SJS LCD,WBTmax,58.17576200036503,6.731761759650508,-0.3900668732801417,5479,0.0,71.06666666666666,75.0,59.0,64.0,0.0,0.0,68.0,0.0,0.0,16.824237999634967,12.89090466630163,68.33285609417057
72,"Scottsbluff, NE",SBA LCD,WBTmax,48.30561643835617,14.921085428796005,-0.3160753204523508,7300,-6.0,75.3953488372093,87.0,48.0,67.0,0.15,0.2,70.0,0.35,0.25,38.69438356164383,27.08973239885313,64.10501654636218
73,"Seattle, WA",STA LCD,WBTmax,51.53579739904176,8.777116106277353,-0.1279521456958052,7305,0.0,69.1145038167939,83.0,51.0,49.0,0.05,0.05,65.0,0.0,0.0,31.464202600958245,17.578706417752144,76.45268943076526
